k,γ,α,xE,expP,xP
300,70,0.1,78.8884907843758,1.5399556021293754,514.5584366385086
300,80,0.1,60.07993028726682,1.677273735317698,340.4040786855396
300,90,0.1,25.81184161099414,1.926234765239414,149.91753835477917
300,100,0.1,22.04946349342934,1.9105970357296271,33.09584720652741
400,10,0.1,41.887890852455925,0.388776285907673,266.146627544021
400,20,0.1,259.8686663094458,0.7067900159635736,2263.398799863047
400,30,0.1,242.16577492761317,0.9290050010236308,2649.418252984452
400,40,0.1,243.69817257407317,1.1390258553749355,2200.7135939942
400,50,0.1,146.1149312417841,1.292717304824203,1311.5635710535348
400,60,0.1,149.33538767617483,1.4846147690326497,994.8693443313176
400,70,0.1,94.87533188253748,1.6357033945461783,501.98539412020153
400,80,0.1,82.87615041483255,1.807425726395496,286.6637118651991
400,90,0.1,93.83957169212826,1.8539396937230253,192.6940425626332
400,100,0.1,50.31485814079137,2.0440328692153864,38.18094685377302
500,10,0.1,49.81609406976938,0.4075461895145877,381.4835382761749
500,20,0.1,361.8010539308936,0.7360651360662419,2976.2491445415626
500,30,0.1,,0.9962473988365728,3151.2611052517445
500,40,0.1,,1.2066517878101304,2428.5080926445075
500,50,0.1,,1.3928716496970703,1438.8673424685828
500,60,0.1,138.8790869947954,1.4904685238140878,908.6939552725204
500,70,0.1,164.87827299843363,1.6735888253142253,502.0479736241368
500,80,0.1,141.3968935940491,1.807243060098228,350.0410353583161
500,90,0.1,,2.021914794949123,202.85301104877612
500,100,0.1,58.90468489061727,2.2112225354065904,93.86930824731068
600,10,0.1,57.34724520367298,0.4196452281637673,526.0293999814018
600,20,0.1,,0.7691105406070684,3618.701501946817
600,30,0.1,357.2625878588417,1.02259592902869,3436.347651339925
600,40,0.1,,1.2415253934326425,2742.034374820152
600,50,0.1,204.1562952454325,1.3928800363261244,1617.6173963309022
600,60,0.1,159.8687767172337,1.5675568211077189,941.9974512073592
600,70,0.1,,1.77563014838384,568.8504496880513
600,80,0.1,204.8036072017685,1.9079038703419,330.250299934386
600,90,0.1,118.50706520847432,2.199601001869552,182.2564176357658
600,100,0.1,42.453061692540594,2.547663317057505,96.2825376640414
700,10,0.1,60.31515076833771,0.4286777424858771,703.7715478619825
700,20,0.1,,0.7899331591564087,4185.648439161699
700,30,0.1,,1.0435306479833677,3822.223904202928
700,40,0.1,395.3035437648719,1.295782478934208,2897.625839630227
700,50,0.1,,1.4540312915688318,1767.4203596745567
700,60,0.1,236.44943876202885,1.5777972923358343,824.9029196731258
700,70,0.1,,1.9456639728081095,651.1581772375637
700,80,0.1,297.22660294405387,2.000076920515151,356.78923123918577
700,90,0.1,374.6893115713658,2.0842673752693086,335.4755477015632
700,100,0.1,,2.797114538780033,97.80292269031932
800,10,0.1,70.86610002835405,0.4408739703804969,906.3988015753916
800,20,0.1,530.7133292481391,0.8123946365745761,4608.146492006009
800,30,0.1,501.6588209780939,1.0919631559496197,4086.830255860478
800,40,0.1,452.8303792699005,1.3280362223238569,3100.524267912532
800,50,0.1,249.58586795928437,1.4984557285667237,1835.794745674412
800,60,0.1,185.41841495950396,1.6947468955817144,973.2536259860688
800,70,0.1,157.63302086450523,1.875161386992763,592.0200203712088
800,80,0.1,,2.098115757620083,370.1289382901567
800,90,0.1,98.73304890022668,2.4764694122812263,186.67222447010727
800,100,0.1,,2.854925056381323,89.82862982696797
900,10,0.1,82.26681505622648,0.4511219101589088,1154.087722025831
900,20,0.1,,0.8220156353586529,5162.289205386622
900,30,0.1,623.0312506956843,1.1311977276041505,4475.056873063505
900,40,0.1,483.4394933662169,1.3651405530222285,3173.037360686981
900,50,0.1,,1.5954101438262918,2111.344466907124
900,60,0.1,192.7000817905733,1.764601972213561,1137.8389146333654
900,70,0.1,,1.9393813774563795,573.6445422244494
900,80,0.1,389.1133302760274,2.1139782491435954,426.8212822829037
900,90,0.1,589.0132357603651,2.2743461608965574,515.3934882107623
900,100,0.1,219.25012427881293,2.760506259291251,211.8457032913972
1000,10,0.1,,0.46109890082879,1416.1779533662614
1000,20,0.1,634.7749897561608,0.8427802150206615,5582.992210247968
1000,30,0.1,663.3976727019163,1.143763271996769,4758.423240503343
1000,40,0.1,,1.405111542802756,3327.24588489365
1000,50,0.1,438.3883141449989,1.63934863897405,2271.4181790496077
1000,60,0.1,263.50029701567746,1.875797075248216,1302.9584058966936
1000,70,0.1,135.6557771451629,2.1044345943907063,607.5049511451178
1000,80,0.1,671.1701420696164,2.039777368318294,608.2764589584986
1000,90,0.1,382.3597603819528,2.5308277608619743,366.1359273657076
1000,100,0.1,,2.7484032809500083,227.8929042012215
100,10,0.15,15.676364429119667,0.3359365460484181,22.2279248983632
100,20,0.15,12.146439848678984,0.5373743104844063,175.95202690882954
100,30,0.15,22.015930544164007,0.6924860783689893,385.5630656207241
100,40,0.15,27.98065926650723,0.802954441873595,428.9009028878595
100,50,0.15,43.68489403380095,0.9157145737592352,376.5769607450149
100,60,0.15,53.056212424618685,0.9540439417543486,341.06645622854376
100,70,0.15,36.61666919616449,0.9787889104114936,200.1606739761929
100,80,0.15,34.26416580687241,1.037159596892414,92.44984444911174
100,90,0.15,37.2442426919548,1.055871061996538,67.96990796816281
100,100,0.15,38.69098680744549,1.048528719669538,13.801407501823522
200,10,0.15,26.394056509612074,0.3659093275158707,67.07407800477385
200,20,0.15,40.13620942669921,0.6100854226224736,578.4663293297889
200,30,0.15,66.76523540018688,0.8047608744498096,1029.8949884588724
200,40,0.15,,0.9556651558024366,1083.220820761054
200,50,0.15,75.24425797955892,1.077092993092175,928.299349466534
200,60,0.15,49.75864140284916,1.1891981300965522,630.7685906103964
200,70,0.15,40.88947151540622,1.2562248632642086,399.15342804732063
200,80,0.15,46.0756907536176,1.3329984924951723,345.977585515405
200,90,0.15,46.16537872691836,1.3529254250792118,251.50687562216467
200,100,0.15,31.770183313075297,1.4348067621496563,80.11638554088066
300,10,0.15,36.30903102364866,0.3920170118404181,127.9439290893448
300,20,0.15,109.01150036002872,0.6583213295372564,1146.4445297698892
300,30,0.15,116.99264031761577,0.8684597994886658,1621.802076321373
300,40,0.15,102.36406697588995,1.0230329618393423,1525.57949591368
300,50,0.15,82.58989828043414,1.1674646163034297,1199.468640485287
300,60,0.15,70.39015530527222,1.2911312786039015,875.3324737566135
300,70,0.15,49.33860435690959,1.412807421694868,614.5278135363834
300,80,0.15,,1.4996357942180278,356.2392577341179
300,90,0.15,42.67572343831474,1.5929795948183652,225.5977634591877
300,100,0.15,54.35678070919244,1.6003615885861788,155.23315903753831
400,10,0.15,46.44487149335059,0.4123127617387609,201.7580408259664
400,20,0.15,198.99763661668464,0.7117904330403058,1785.951300836009
400,30,0.15,176.1079870701489,0.909576006418948,2174.2175324615296
400,40,0.15,167.40697701275852,1.0918746084158168,1985.7908027658468
400,50,0.15,142.59124650432986,1.2508350067008496,1592.9188003859235
400,60,0.15,80.96778361345814,1.37897699022064,993.4065951771591
400,70,0.15,,1.4876054037387216,689.6983878665577
400,80,0.15,44.4460745151848,1.6339727464242562,431.5206557045468
400,90,0.15,54.385399079773045,1.6837316421335715,225.5684320928502
400,100,0.15,79.24688004926409,1.780122158990094,120.0976278467682
500,10,0.15,55.13084011896197,0.4270417335458351,292.5805186920755
500,20,0.15,269.6041537478991,0.7452029984540235,2342.975188287533
500,30,0.15,244.15432845522292,0.9497072022526232,2687.656332976525
500,40,0.15,231.45573476247915,1.1513918514609671,2328.269332903864
500,50,0.15,,1.3199165690449608,1831.197764309464
500,60,0.15,104.20304992599056,1.4224553354530305,1191.3559309169846
500,70,0.15,74.14478760645503,1.5569580841760065,752.7125324057056
500,80,0.15,57.24787395238215,1.7387045750103145,556.181761123718
500,90,0.15,30.92506044087957,1.9062729984375464,282.0439116301017
500,100,0.15,87.59438824991345,1.893782808724892,128.23825458419356
600,10,0.15,62.998788730362975,0.4408151529182276,410.2659904197279
600,20,0.15,360.063255156739,0.7843849550342955,2921.491263577481
600,30,0.15,,0.9755748201678264,3002.6636932531683
600,40,0.15,,1.196818404149234,2625.817471544378
600,50,0.15,244.6391596629147,1.3645215703324816,2080.726433847378
600,60,0.15,153.5027996566434,1.498532911781452,1437.7405145693658
600,70,0.15,87.11059164550439,1.6458801151921785,810.444308040306
600,80,0.15,,1.7807867621277849,518.7728028390387
600,90,0.15,,1.9889811591901423,331.4458108185271
600,100,0.15,,2.1754739253639976,163.3462212682331
700,10,0.15,70.36804564808841,0.4533368181166892,545.4549187163041
700,20,0.15,,0.812805396195997,3368.702128085294
700,30,0.15,302.844548120538,1.0031096366779375,3288.941970642573
700,40,0.15,349.58607227589295,1.2338950491310825,2924.8827494381994
700,50,0.15,258.8467097754645,1.3976844645682405,2168.436786711556
700,60,0.15,175.20060066014733,1.560388401530693,1494.6747037546322
700,70,0.15,125.0280733148214,1.64571179994154,830.2458495420619
700,80,0.15,69.10695594401567,1.883879905760116,568.1999575828391
700,90,0.15,72.66327448942934,2.00643357447364,307.26426444917064
700,100,0.15,,2.159086043725966,140.49639321582882
800,10,0.15,77.30309740992077,0.467062803220734,713.9778598118285
800,20,0.15,,0.825390516741985,3763.759436737718
800,30,0.15,329.5137094670665,1.0260233556704164,3522.0776889953117
800,40,0.15,419.8875741280438,1.2731636324065698,3169.4970113745503
800,50,0.15,,1.4601375044099405,2283.929909752685
800,60,0.15,,1.5917011522574167,1502.5749667695345
800,70,0.15,134.52663009920363,1.7250864870788782,999.2497034340528
800,80,0.15,,1.912689680450255,523.4769341655324
800,90,0.15,,2.153421974754428,312.1166932996727
800,100,0.15,,2.4090349082334432,182.87033501052176
900,10,0.15,82.10430397815398,0.4815418038260987,904.119053620258
900,20,0.15,507.957483333142,0.8493369730039678,4227.741408982606
900,30,0.15,,1.066307526584859,3897.757317453417
900,40,0.15,,1.3172182406963184,3378.460006459028
900,50,0.15,378.65594289454606,1.492280228425577,2526.3100851827207
900,60,0.15,,1.6715638158166328,1772.0119553210122
900,70,0.15,138.10036150221413,1.799577411479385,1014.438007469724
900,80,0.15,96.04506599435412,1.9987870185455596,531.3533943730639
900,90,0.15,155.26282718500886,2.0945876415478306,333.471552167193
900,100,0.15,165.14651886363905,2.2902084525688315,207.90337386814824
1000,10,0.15,88.34828501635266,0.4958359670276296,1105.629487124557
1000,20,0.15,472.2866733501816,0.847946844830182,4525.061930804323
1000,30,0.15,499.31132239955673,1.1035046403294044,4265.376726603326
1000,40,0.15,,1.3538780125890544,3607.163711301098
1000,50,0.15,455.78305036564194,1.5523556405765904,2635.7457546998107
1000,60,0.15,458.0002570325725,1.777653725835297,2041.9259222442415
1000,70,0.15,,1.8444315819143853,1011.6949497554564
1000,80,0.15,131.91395068940648,2.011408588849928,554.7506913376956
1000,90,0.15,,2.165131784266449,343.20962333462614
1000,100,0.15,251.21505155036368,2.340487287923456,268.45633470314965
100,10,0.2,14.475229204065409,0.3195784364581872,13.044114197059494
100,20,0.2,10.957194275352125,0.4974189573917518,111.83263729719468
100,30,0.2,10.32975394862974,0.6531357613072527,255.8483831190907
100,40,0.2,7.888053941099324,0.7535603991919075,317.14667130139
100,50,0.2,10.0615261996147,0.7964895141553093,293.5787090077165
100,60,0.2,20.054311986543578,0.8646567624393972,241.7282470511672
100,70,0.2,40.674652583004686,0.9206582248471096,190.51897795625013
100,80,0.2,51.43234618909386,0.9255710942419992,182.005955513641
100,90,0.2,43.5318284697213,0.9361089878174292,110.5660377368199
100,100,0.2,68.99151065064557,0.9571208029360672,39.72835575281216
200,10,0.2,26.301558575377666,0.3503846028674102,38.69496412244492
200,20,0.2,27.35395578611267,0.5604665108551352,354.9922430887625
200,30,0.2,41.67054483709004,0.7615789756036867,759.6676419099213
200,40,0.2,23.59341083176242,0.8850991290426417,804.3791146371768
200,50,0.2,15.691726510344797,0.9837743111581572,737.9671367056833
200,60,0.2,21.266465731949744,1.070629113702991,631.5859771702967
200,70,0.2,24.233131041130047,1.1173204601067,557.6282424661877
200,80,0.2,35.37715045281632,1.1967535566113097,364.4966642345603
200,90,0.2,46.62220990067375,1.2538519653889248,240.97316439602943
200,100,0.2,47.38819577609844,1.310735668358277,225.5039834442441
300,10,0.2,39.96583119931339,0.3756416802835104,71.97719865322931
300,20,0.2,63.90388072359588,0.6112433311900013,745.6100672409383
300,30,0.2,,0.8219690098216826,1345.1718458126377
300,40,0.2,63.07760036825708,0.9537232550512368,1318.8600557246807
300,50,0.2,,1.0609638291137466,1145.273032512055
300,60,0.2,36.92065457367929,1.1726203590171411,1013.9755239332084
300,70,0.2,25.84661880050672,1.2590273832164232,690.5950767798694
300,80,0.2,,1.313654008881386,506.03120751371705
300,90,0.2,40.67263297776285,1.3863655060715163,338.89169167762213
300,100,0.2,,1.444979000912902,208.44747254494027
400,10,0.2,54.85815207937789,0.3972004698221766,110.4841984129458
400,20,0.2,117.485387128291,0.6568757198344245,1197.7971210733508
400,30,0.2,162.9173683116636,0.8612874494278078,1890.655733606664
400,40,0.2,114.3987875277234,1.0104867956454786,1775.7194263324711
400,50,0.2,83.5140158923318,1.1365561489666165,1537.6684277148408
400,60,0.2,52.619399438600574,1.237043778277468,1216.5454136373712
400,70,0.2,36.371672026248405,1.3343411749085712,875.7920116731701
400,80,0.2,24.37941034607449,1.4686381490063165,627.6563581059193
400,90,0.2,27.478133314619853,1.5472776092723108,431.7874258958725
400,100,0.2,29.2712055429821,1.6349764583880977,288.6978073026923
500,10,0.2,66.2199403565149,0.4127473207777845,160.0075937770901
